,userid,itemid,labels
60030,747,596,1
60031,751,432,1
60032,405,1035,1
60033,606,735,1
60034,417,125,1
60035,493,168,1
60036,843,603,1
60037,96,265,1
60038,128,131,1
60039,642,13,1
60040,873,292,1
60041,327,257,1
60042,610,1,1
60043,747,301,1
60044,565,165,1
60045,851,68,1
60046,70,229,1
60047,731,478,1
60048,387,1110,1
60049,712,378,1
60050,792,1015,1
60051,496,743,1
60052,860,715,1
60053,586,809,1
60054,493,182,1
60055,387,569,1
60056,158,1047,1
60057,576,125,1
60058,378,173,1
60059,843,655,1
60060,468,1,1
60061,268,79,1
60062,786,588,1
60063,508,318,1
60064,782,1025,1
60065,326,449,1
60066,548,343,1
60067,123,182,1
60068,823,374,1
60069,779,243,1
60070,436,204,1
60071,794,751,1
60072,747,265,1
60073,821,64,1
60074,296,1,1
60075,593,276,1
60076,17,475,1
60077,827,331,1
60078,731,132,1
60079,592,1184,1
60080,661,300,1
60081,393,181,1
60082,496,288,1
60083,851,111,1
60084,862,193,1
60085,782,1663,1
60086,815,199,1
60087,497,393,1
60088,784,312,1
60089,628,242,1
60090,294,1014,1
60091,787,347,1
60092,817,281,1
60093,117,11,1
60094,843,208,1
60095,833,151,1
60096,342,654,1
60097,537,970,1
60098,383,180,1
60099,592,469,1
60100,843,288,1
60101,593,157,1
60102,864,693,1
60103,207,11,1
60104,662,285,1
60105,176,919,1
60106,840,169,1
60107,378,317,1
60108,506,430,1
60109,723,1,1
60110,753,199,1
60111,307,505,1
60112,655,860,1
60113,708,237,1
60114,168,1,1
60115,59,466,1
60116,659,4,1
60117,305,863,1
60118,389,477,1
60119,806,923,1
60120,840,628,1
60121,828,923,1
60122,291,631,1
60123,469,65,1
60124,234,647,1
60125,145,55,1
60126,731,480,1
60127,641,305,1
60128,561,952,1
60129,530,100,1
60130,716,492,1
60131,535,215,1
60132,126,353,1
60133,694,519,1
60134,168,763,1
60135,609,259,1
60136,727,178,1
60137,684,435,1
60138,608,1262,1
60139,532,226,1
60140,543,198,1
60141,392,181,1
60142,144,248,1
60143,798,155,1
60144,452,472,1
60145,758,508,1
60146,862,168,1
60147,757,128,1
60148,772,327,1
60149,393,58,1
60150,867,135,1
60151,862,1011,1
60152,537,26,1
60153,716,610,1
60154,826,184,1
60155,741,215,1
60156,791,269,1
60157,753,194,1
60158,804,925,1
60159,677,748,1
60160,795,265,1
60161,850,8,1
60162,629,331,1
60163,486,264,1
60164,653,510,1
60165,533,824,1
60166,118,172,1
60167,16,100,1
60168,749,465,1
60169,637,922,1
60170,710,720,1
60171,698,465,1
60172,748,699,1
60173,91,205,1
60174,864,227,1
60175,548,346,1
60176,262,65,1
60177,616,346,1
60178,43,122,1
60179,545,204,1
60180,450,717,1
60181,796,807,1
60182,677,245,1
60183,291,158,1
60184,776,135,1
60185,852,151,1
60186,299,1258,1
60187,587,678,1
60188,523,95,1
60189,758,605,1
60190,846,217,1
60191,880,386,1
60192,653,357,1
60193,622,100,1
60194,561,426,1
60195,823,71,1
60196,466,288,1
60197,13,323,1
60198,311,570,1
60199,196,1022,1
60200,325,530,1
60201,569,300,1
60202,796,315,1
60203,417,162,1
60204,851,680,1
60205,878,283,1
60206,130,188,1
60207,757,326,1
60208,650,661,1
60209,625,286,1
60210,740,300,1
60211,49,209,1
60212,92,50,1
60213,7,9,1
60214,851,363,1
60215,665,685,1
60216,796,218,1
60217,653,386,1
60218,569,284,1
60219,561,484,1
60220,254,441,1
60221,421,879,1
60222,828,347,1
60223,353,301,1
60224,515,289,1
60225,709,550,1
60226,815,250,1
60227,290,692,1
60228,684,365,1
60229,251,7,1
60230,707,488,1
60231,608,126,1
60232,195,748,1
60233,528,541,1
60234,833,50,1
60235,577,143,1
60236,130,1,1
60237,194,211,1
60238,184,56,1
60239,854,32,1
60240,730,815,1
60241,178,222,1
60242,385,512,1
60243,629,328,1
60244,840,191,1
60245,714,405,1
60246,622,866,1
60247,113,257,1
60248,606,537,1
60249,435,476,1
60250,790,1282,1
60251,379,257,1
60252,389,501,1
60253,792,7,1
60254,870,642,1
60255,782,297,1
60256,690,211,1
60257,232,4,1
60258,393,373,1
60259,880,824,1
60260,51,50,1
60261,661,144,1
60262,295,227,1
60263,473,242,1
60264,877,31,1
60265,833,203,1
60266,763,97,1
60267,532,107,1
60268,710,89,1
60269,207,158,1
60270,828,730,1
60271,648,563,1
60272,747,82,1
60273,173,259,1
60274,841,353,1
60275,450,557,1
60276,643,129,1
60277,112,346,1
60278,805,472,1
60279,437,1206,1
60280,13,382,1
60281,378,566,1
60282,711,58,1
60283,795,1052,1
60284,524,132,1
60285,18,382,1
60286,574,883,1
60287,498,656,1
60288,747,50,1
60289,869,412,1
60290,880,307,1
60291,702,229,1
60292,846,433,1
60293,655,256,1
60294,833,328,1
60295,271,313,1
60296,746,230,1
60297,848,204,1
60298,552,515,1
60299,642,423,1
60300,545,405,1
60301,236,88,1
60302,595,544,1
60303,83,240,1
60304,868,568,1
60305,29,312,1
60306,655,773,1
60307,815,215,1
60308,416,625,1
60309,627,521,1
60310,479,546,1
60311,707,473,1
60312,664,1101,1
60313,670,659,1
60314,807,358,1
60315,527,511,1
60316,648,379,1
60317,807,630,1
60318,478,327,1
60319,17,243,1
60320,851,742,1
60321,642,949,1
60322,848,318,1
60323,537,52,1
60324,871,346,1
60325,878,582,1
60326,804,584,1
60327,360,479,1
60328,792,282,1
60329,623,211,1
60330,840,66,1
60331,210,1028,1
60332,786,172,1
60333,336,3,1
60334,56,441,1
60335,815,125,1
60336,655,203,1
60337,737,156,1
60338,760,682,1
60339,362,313,1
60340,642,843,1
60341,450,218,1
60342,606,168,1
60343,314,997,1
60344,640,428,1
60345,424,1084,1
60346,846,1044,1
60347,749,627,1
60348,786,7,1
60349,648,1228,1
60350,532,1092,1
60351,831,266,1
60352,790,47,1
60353,844,553,1
60354,735,285,1
60355,435,665,1
60356,833,657,1
60357,664,319,1
60358,551,1011,1
60359,829,13,1
60360,595,293,1
60361,389,847,1
60362,839,321,1
60363,301,481,1
60364,870,566,1
60365,257,921,1
60366,312,612,1
60367,481,173,1
60368,813,342,1
60369,394,22,1
60370,682,1035,1
60371,642,94,1
60372,314,150,1
60373,447,293,1
60374,256,732,1
60375,551,518,1
60376,826,566,1
60377,791,319,1
60378,551,1059,1
60379,727,483,1
60380,450,223,1
60381,577,54,1
60382,292,117,1
60383,643,276,1
60384,399,501,1
60385,334,1074,1
60386,774,650,1
60387,830,613,1
60388,654,332,1
60389,585,634,1
60390,435,572,1
60391,630,988,1
60392,851,1132,1
60393,481,479,1
60394,823,273,1
60395,862,974,1
60396,846,231,1
60397,265,50,1
60398,823,732,1
60399,489,890,1
60400,686,467,1
60401,291,977,1
60402,653,94,1
60403,841,286,1
60404,880,299,1
60405,821,126,1
60406,622,206,1
60407,481,207,1
60408,535,83,1
60409,804,1188,1
60410,237,174,1
60411,367,443,1
60412,328,58,1
60413,450,499,1
60414,880,398,1
60415,834,313,1
60416,682,185,1
60417,665,926,1
60418,828,903,1
60419,401,133,1
60420,262,496,1
60421,151,4,1
60422,566,273,1
60423,334,707,1
60424,276,80,1
60425,279,29,1
60426,62,952,1
60427,703,235,1
60428,655,468,1
60429,200,245,1
60430,87,451,1
60431,815,132,1
60432,787,690,1
60433,843,578,1
60434,864,54,1
60435,830,126,1
60436,537,490,1
60437,684,225,1
60438,524,508,1
60439,477,20,1
60440,498,150,1
60441,236,370,1
60442,474,430,1
60443,345,737,1
60444,804,222,1
60445,698,433,1
60446,401,484,1
60447,871,174,1
60448,155,326,1
60449,407,45,1
60450,741,475,1
60451,880,232,1
60452,399,238,1
60453,271,51,1
60454,372,678,1
60455,37,230,1
60456,487,66,1
60457,800,304,1
60458,165,328,1
60459,622,41,1
60460,392,313,1
60461,694,127,1
60462,840,117,1
60463,506,200,1
60464,417,246,1
60465,757,566,1
60466,815,735,1
60467,825,1117,1
60468,782,1405,1
60469,822,333,1
60470,269,232,1
60471,632,174,1
60472,721,179,1
60473,450,173,1
60474,642,166,1
60475,796,717,1
60476,411,9,1
60477,252,224,1
60478,59,472,1
60479,476,73,1
60480,870,521,1
60481,223,259,1
60482,710,330,1
60483,752,294,1
60484,455,8,1
60485,707,216,1
60486,685,337,1
60487,445,79,1
60488,308,156,1
60489,474,315,1
60490,715,128,1
60491,837,283,1
60492,833,479,1
60493,542,172,1
60494,815,185,1
60495,804,771,1
60496,312,740,1
60497,457,393,1
60498,695,242,1
60499,551,26,1
60500,678,287,1
60501,749,934,1
60502,683,340,1
60503,589,873,1
60504,881,54,1
60505,690,51,1
60506,851,1314,1
60507,851,238,1
60508,782,990,1
60509,181,331,1
60510,448,319,1
60511,344,132,1
60512,655,212,1
60513,62,271,1
60514,486,262,1
60515,689,763,1
60516,305,197,1
60517,707,950,1
60518,588,68,1
60519,387,7,1
60520,738,209,1
60521,715,685,1
60522,635,323,1
60523,200,1073,1
60524,429,470,1
60525,833,512,1
60526,653,163,1
60527,844,154,1
60528,705,79,1
60529,501,221,1
60530,286,117,1
60531,648,200,1
60532,622,423,1
60533,861,1227,1
60534,601,56,1
60535,417,420,1
60536,832,25,1
60537,409,428,1
60538,706,288,1
60539,747,951,1
60540,363,143,1
60541,537,1129,1
60542,798,819,1
60543,821,1084,1
60544,447,55,1
60545,638,82,1
60546,846,610,1
60547,738,418,1
60548,488,1,1
60549,713,898,1
60550,212,863,1
60551,59,655,1
60552,63,79,1
60553,498,486,1
60554,643,65,1
60555,697,979,1
60556,721,330,1
60557,184,473,1
60558,638,174,1
60559,495,4,1
60560,747,1003,1
60561,863,270,1
60562,125,202,1
60563,197,538,1
60564,848,196,1
60565,586,655,1
60566,453,423,1
60567,567,179,1
60568,376,603,1
60569,474,286,1
60570,593,699,1
60571,450,161,1
60572,862,405,1
60573,881,133,1
60574,868,581,1
60575,521,77,1
60576,374,628,1
60577,456,4,1
60578,160,955,1
60579,535,492,1
60580,843,102,1
60581,162,7,1
60582,764,191,1
60583,380,561,1
60584,666,520,1
60585,619,363,1
60586,215,132,1
60587,826,294,1
60588,699,129,1
60589,405,1073,1
60590,854,117,1
60591,833,715,1
60592,200,79,1
60593,450,1119,1
60594,184,403,1
60595,618,234,1
60596,851,192,1
60597,880,301,1
60598,805,420,1
60599,765,248,1
60600,804,657,1
60601,291,291,1
60602,870,54,1
60603,846,622,1
60604,671,27,1
60605,457,97,1
60606,231,313,1
60607,232,690,1
60608,805,856,1
60609,664,153,1
60610,786,709,1
60611,151,663,1
60612,551,187,1
60613,650,209,1
60614,724,272,1
60615,489,1265,1
60616,244,153,1
60617,545,968,1
60618,691,524,1
60619,495,380,1
60620,567,198,1
60621,92,156,1
60622,881,423,1
60623,487,1276,1
60624,632,508,1
60625,836,429,1
60626,788,162,1
60627,41,56,1
60628,694,177,1
60629,95,99,1
60630,605,678,1
60631,92,304,1
60632,864,1531,1
60633,798,810,1
60634,852,546,1
60635,749,431,1
60636,865,7,1
60637,151,56,1
60638,119,125,1
60639,781,223,1
60640,655,1400,1
60641,694,23,1
60642,741,273,1
60643,804,363,1
60644,642,78,1
60645,640,170,1
60646,372,218,1
60647,42,97,1
60648,374,789,1
60649,852,127,1
60650,758,411,1
60651,872,258,1
60652,181,411,1
60653,416,274,1
60654,798,87,1
60655,621,540,1
60656,536,380,1
60657,879,300,1
60658,268,452,1
60659,847,1050,1
60660,711,451,1
60661,658,730,1
60662,514,202,1
60663,268,188,1
60664,501,1081,1
60665,774,402,1
60666,145,358,1
60667,210,832,1
60668,622,405,1
60669,738,470,1
60670,805,648,1
60671,830,187,1
60672,178,164,1
60673,757,288,1
60674,188,199,1
60675,405,32,1
60676,844,228,1
60677,184,272,1
60678,803,754,1
60679,13,111,1
60680,870,511,1
60681,871,27,1
60682,233,614,1
60683,255,597,1
60684,257,113,1
60685,686,48,1
60686,69,288,1
60687,693,193,1
60688,508,1067,1
60689,719,318,1
60690,617,447,1
60691,655,591,1
60692,782,323,1
60693,532,931,1
60694,189,418,1
60695,524,1126,1
60696,869,846,1
60697,767,163,1
60698,618,187,1
60699,414,690,1
60700,200,609,1
60701,758,484,1
60702,294,538,1
60703,773,588,1
60704,494,286,1
60705,83,591,1
60706,196,845,1
60707,567,100,1
60708,378,167,1
60709,286,257,1
60710,869,310,1
60711,416,657,1
60712,545,203,1
60713,593,366,1
60714,749,82,1
60715,82,338,1
60716,468,699,1
60717,486,845,1
60718,717,50,1
60719,271,707,1
60720,650,205,1
60721,564,313,1
60722,198,518,1
60723,145,546,1
60724,249,181,1
60725,851,826,1
60726,815,135,1
60727,864,70,1
60728,608,848,1
60729,256,44,1
60730,697,286,1
60731,693,199,1
60732,763,5,1
60733,624,14,1
60734,823,471,1
60735,721,457,1
60736,862,474,1
60737,758,29,1
60738,264,235,1
60739,724,989,1
60740,90,644,1
60741,303,588,1
60742,621,1,1
60743,698,294,1
60744,846,520,1
60745,435,96,1
60746,398,183,1
60747,749,480,1
60748,784,270,1
60749,707,155,1
60750,655,135,1
60751,843,79,1
60752,872,323,1
60753,90,1203,1
60754,360,1142,1
60755,665,699,1
60756,294,273,1
60757,264,742,1
60758,44,427,1
60759,747,430,1
60760,846,55,1
60761,604,100,1
60762,482,346,1
60763,580,871,1
60764,833,211,1
60765,721,69,1
60766,43,124,1
60767,837,15,1
60768,188,265,1
60769,627,1135,1
60770,537,273,1
60771,94,372,1
60772,659,49,1
60773,497,451,1
60774,11,718,1
60775,880,791,1
60776,591,923,1
60777,550,924,1
60778,279,1205,1
60779,267,98,1
60780,629,111,1
60781,624,597,1
60782,481,204,1
60783,836,875,1
60784,201,17,1
60785,716,215,1
60786,883,792,1
60787,709,210,1
60788,308,661,1
60789,867,79,1
60790,206,682,1
60791,206,332,1
60792,796,542,1
60793,200,1217,1
60794,773,509,1
60795,343,208,1
60796,862,187,1
60797,280,750,1
60798,483,121,1
60799,566,228,1
60800,619,323,1
60801,519,680,1
60802,299,72,1
60803,60,134,1
60804,747,558,1
60805,474,651,1
60806,855,198,1
60807,198,405,1
60808,766,378,1
60809,843,219,1
60810,814,590,1
60811,49,1077,1
60812,711,255,1
60813,747,427,1
60814,653,944,1
60815,239,208,1
60816,778,174,1
60817,519,340,1
60818,397,50,1
60819,774,654,1
60820,849,15,1
60821,239,238,1
60822,682,1011,1
60823,90,198,1
60824,795,181,1
60825,703,845,1
60826,653,291,1
60827,239,1115,1
60828,621,143,1
60829,788,579,1
60830,776,474,1
60831,843,588,1
60832,394,658,1
60833,878,642,1
60834,15,275,1
60835,21,635,1
60836,665,100,1
60837,753,215,1
60838,870,466,1
60839,158,174,1
60840,707,533,1
60841,6,497,1
60842,405,1305,1
60843,13,751,1
60844,774,1110,1
60845,581,253,1
60846,568,530,1
60847,757,474,1
60848,14,507,1
60849,533,203,1
60850,421,172,1
60851,774,373,1
60852,468,47,1
60853,417,182,1
60854,689,328,1
60855,796,219,1
60856,301,284,1
60857,844,690,1
60858,247,7,1
60859,851,50,1
60860,812,326,1
60861,761,688,1
60862,346,161,1
60863,841,272,1
60864,582,257,1
60865,864,526,1
60866,500,283,1
60867,535,195,1
60868,495,121,1
60869,653,328,1
60870,650,22,1
60871,834,7,1
60872,867,956,1
60873,880,651,1
60874,716,648,1
60875,815,675,1
60876,11,699,1
60877,771,313,1
60878,393,692,1
60879,823,124,1
60880,442,979,1
60881,806,286,1
60882,442,195,1
60883,832,245,1
60884,94,527,1
60885,661,568,1
60886,514,25,1
60887,648,185,1
60888,215,204,1
60889,454,117,1
60890,815,471,1
60891,832,681,1
60892,665,147,1
60893,504,969,1
60894,712,506,1
60895,843,515,1
60896,7,549,1
60897,312,152,1
60898,57,930,1
60899,593,11,1
60900,829,153,1
60901,648,357,1
60902,881,550,1
60903,846,464,1
60904,269,775,1
60905,537,132,1
60906,727,101,1
60907,588,162,1
60908,559,12,1
60909,189,133,1
60910,788,195,1
60911,862,214,1
60912,442,769,1
60913,878,427,1
60914,774,559,1
60915,271,124,1
60916,505,1039,1
60917,684,117,1
60918,697,121,1
60919,684,82,1
60920,665,183,1
60921,201,358,1
60922,582,300,1
60923,537,896,1
60924,711,168,1
60925,880,820,1
60926,1,123,1
60927,799,258,1
60928,655,724,1
60929,881,671,1
60930,452,195,1
60931,314,412,1
60932,430,300,1
60933,854,216,1
60934,674,151,1
60935,707,869,1
60936,522,492,1
60937,696,307,1
60938,164,407,1
60939,669,879,1
60940,629,651,1
60941,295,50,1
60942,880,295,1
60943,665,294,1
60944,655,268,1
60945,749,385,1
60946,543,521,1
60947,872,815,1
60948,875,334,1
60949,556,178,1
60950,193,79,1
60951,693,651,1
60952,846,1050,1
60953,796,186,1
60954,332,660,1
60955,500,210,1
60956,21,358,1
60957,711,162,1
60958,484,472,1
60959,295,83,1
60960,389,1007,1
60961,883,7,1
60962,660,144,1
60963,455,44,1
60964,574,213,1
60965,830,403,1
60966,184,216,1
60967,45,926,1
60968,291,172,1
60969,768,354,1
60970,554,237,1
60971,620,147,1
60972,334,521,1
60973,10,192,1
60974,870,171,1
60975,796,433,1
60976,186,330,1
60977,880,769,1
60978,671,201,1
60979,432,109,1
60980,585,83,1
60981,574,316,1
60982,524,273,1
60983,805,661,1
60984,393,1180,1
60985,624,831,1
60986,711,762,1
60987,750,749,1
60988,828,960,1
60989,474,97,1
60990,753,22,1
60991,453,550,1
60992,303,744,1
60993,495,86,1
60994,543,702,1
60995,784,321,1
60996,592,655,1
60997,578,272,1
60998,456,125,1
60999,561,116,1
61000,14,523,1
61001,757,173,1
61002,851,153,1
61003,804,56,1
61004,864,11,1
61005,845,1592,1
61006,883,144,1
61007,741,393,1
61008,880,833,1
61009,392,463,1
61010,846,524,1
61011,774,176,1
61012,677,268,1
61013,294,301,1
61014,378,606,1
61015,854,237,1
61016,790,774,1
61017,128,319,1
61018,854,15,1
61019,607,211,1
61020,739,327,1
61021,526,276,1
61022,463,1060,1
61023,451,874,1
61024,447,1315,1
61025,727,434,1
61026,660,640,1
61027,363,933,1
61028,593,591,1
61029,592,149,1
61030,810,294,1
61031,553,367,1
61032,13,239,1
61033,804,62,1
61034,92,993,1
61035,828,313,1
61036,782,533,1
61037,416,148,1
61038,299,207,1
61039,751,708,1
61040,42,559,1
61041,655,729,1
61042,682,467,1
61043,727,27,1
61044,680,273,1
61045,450,229,1
61046,863,882,1
61047,186,689,1
61048,833,550,1
61049,584,161,1
61050,868,1,1
61051,666,106,1
61052,880,80,1
61053,738,650,1
61054,877,237,1
61055,883,68,1
61056,59,480,1
61057,22,732,1
61058,678,147,1
61059,201,895,1
61060,548,257,1
61061,769,748,1
61062,588,181,1
61063,451,307,1
61064,835,673,1
61065,484,28,1
61066,682,72,1
61067,807,252,1
61068,821,100,1
61069,514,384,1
61070,58,111,1
61071,339,503,1
61072,327,718,1
61073,245,258,1
61074,105,269,1
61075,577,82,1
61076,666,269,1
61077,764,1012,1
61078,502,264,1
61079,326,505,1
61080,18,392,1
61081,882,193,1
61082,57,194,1
61083,435,885,1
61084,397,8,1
61085,653,81,1
61086,774,68,1
61087,804,68,1
61088,328,302,1
61089,506,542,1
61090,85,313,1
61091,660,290,1
61092,678,1,1
61093,796,210,1
61094,715,161,1
61095,758,257,1
61096,847,108,1
61097,487,596,1
61098,643,231,1
61099,757,1273,1
61100,533,318,1
61101,757,450,1
61102,463,283,1
61103,730,742,1
61104,716,64,1
61105,405,731,1
61106,752,258,1
61107,835,162,1
61108,126,266,1
61109,881,663,1
61110,457,62,1
61111,782,296,1
61112,880,204,1
61113,622,1078,1
61114,627,288,1
61115,68,9,1
61116,791,288,1
61117,216,91,1
61118,229,898,1
61119,465,132,1
61120,751,434,1
61121,846,417,1
61122,664,326,1
61123,643,639,1
61124,768,300,1
61125,815,202,1
61126,620,140,1
61127,833,663,1
61128,776,760,1
61129,807,1615,1
61130,873,258,1
61131,861,714,1
61132,119,121,1
61133,215,272,1
61134,347,204,1
61135,655,233,1
61136,804,196,1
61137,664,162,1
61138,392,323,1
61139,840,506,1
61140,877,270,1
61141,164,825,1
61142,201,157,1
61143,81,456,1
61144,446,268,1
61145,94,1209,1
61146,747,675,1
61147,747,526,1
61148,435,447,1
61149,592,292,1
61150,7,615,1
61151,606,3,1
61152,779,181,1
61153,606,385,1
61154,308,853,1
61155,663,844,1
61156,833,488,1
61157,234,207,1
61158,870,134,1
61159,90,1202,1
61160,416,240,1
61161,206,1429,1
61162,682,1231,1
61163,823,237,1
61164,102,841,1
61165,733,296,1
61166,457,194,1
61167,524,449,1
61168,82,100,1
61169,779,15,1
61170,174,709,1
61171,830,205,1
61172,782,680,1
61173,676,345,1
61174,127,258,1
61175,615,638,1
61176,643,28,1
61177,884,116,1
61178,798,493,1
61179,491,286,1
61180,479,294,1
61181,601,1084,1
61182,749,541,1
61183,882,616,1
61184,509,307,1
61185,7,488,1
61186,463,880,1
61187,754,595,1
61188,790,660,1
61189,424,15,1
61190,864,775,1
61191,782,1007,1
61192,164,678,1
61193,861,949,1
61194,782,1652,1
61195,561,475,1
61196,363,47,1
61197,706,756,1
61198,481,70,1
61199,880,841,1
61200,749,358,1
61201,256,1033,1
61202,629,504,1
61203,60,517,1
61204,775,345,1
61205,81,475,1
61206,206,242,1
61207,606,179,1
61208,537,48,1
61209,807,751,1
61210,393,731,1
61211,26,841,1
61212,176,268,1
61213,479,1028,1
61214,38,243,1
61215,825,174,1
61216,786,89,1
61217,495,796,1
61218,669,50,1
61219,747,15,1
61220,833,93,1
61221,336,959,1
61222,823,222,1
61223,709,282,1
61224,639,747,1
61225,770,151,1
61226,373,172,1
61227,552,410,1
61228,666,613,1
61229,821,405,1
61230,881,1118,1
61231,85,697,1
61232,145,925,1
61233,774,712,1
61234,731,204,1
61235,149,272,1
61236,810,333,1
61237,817,129,1
61238,805,197,1
61239,497,189,1
61240,95,420,1
61241,666,111,1
61242,642,1066,1
61243,258,328,1
61244,705,318,1
61245,476,579,1
61246,703,9,1
61247,405,860,1
61248,664,631,1
61249,751,257,1
61250,738,177,1
61251,326,135,1
61252,13,491,1
61253,59,451,1
61254,796,448,1
61255,823,240,1
61256,834,292,1
61257,883,129,1
61258,353,343,1
61259,776,706,1
61260,457,193,1
61261,435,307,1
61262,757,181,1
61263,644,988,1
61264,788,429,1
61265,537,98,1
61266,187,241,1
61267,201,134,1
61268,749,1274,1
61269,752,301,1
61270,745,124,1
61271,222,246,1
61272,405,543,1
61273,555,25,1
61274,707,719,1
61275,707,58,1
61276,815,89,1
61277,442,228,1
61278,642,1030,1
61279,826,1091,1
61280,551,1039,1
61281,393,996,1
61282,698,654,1
61283,881,180,1
61284,268,358,1
61285,686,56,1
61286,487,713,1
61287,865,825,1
61288,755,748,1
61289,209,9,1
61290,711,676,1
61291,714,1016,1
61292,655,270,1
61293,883,727,1
61294,846,8,1
61295,727,729,1
61296,838,24,1
61297,417,211,1
61298,748,69,1
61299,833,159,1
61300,447,233,1
61301,705,228,1
61302,330,225,1
61303,654,249,1
61304,883,83,1
61305,835,458,1
61306,596,276,1
61307,567,136,1
61308,537,387,1
61309,457,288,1
61310,537,566,1
61311,859,249,1
61312,748,692,1
61313,652,288,1
61314,828,246,1
61315,721,303,1
61316,660,366,1
61317,667,272,1
61318,763,510,1
61319,639,702,1
61320,878,692,1
61321,843,474,1
61322,472,416,1
61323,774,230,1
61324,343,408,1
61325,861,289,1
61326,805,537,1
61327,312,606,1
61328,770,678,1
61329,711,240,1
61330,811,690,1
61331,778,197,1
61332,643,204,1
61333,204,880,1
61334,863,1062,1
61335,64,111,1
61336,815,99,1
61337,770,7,1
61338,189,503,1
61339,648,477,1
61340,370,100,1
61341,141,1023,1
61342,815,94,1
61343,833,98,1
61344,399,66,1
61345,92,38,1
61346,654,336,1
61347,334,196,1
61348,830,790,1
61349,537,15,1
61350,628,326,1
61351,650,157,1
61352,500,94,1
61353,620,706,1
61354,838,276,1
61355,851,304,1
61356,847,658,1
61357,650,54,1
61358,848,419,1
61359,883,749,1
61360,861,52,1
61361,332,117,1
61362,184,487,1
61363,510,245,1
61364,865,929,1
61365,450,704,1
61366,721,471,1
61367,848,185,1
61368,456,127,1
61369,642,832,1
61370,620,145,1
61371,770,331,1
61372,474,66,1
61373,798,231,1
61374,738,926,1
61375,805,88,1
61376,70,473,1
61377,244,114,1
61378,350,480,1
61379,583,530,1
61380,830,99,1
61381,405,33,1
61382,406,528,1
61383,207,64,1
61384,833,111,1
61385,826,55,1
61386,753,211,1
61387,707,1008,1
61388,716,197,1
61389,425,540,1
61390,618,118,1
61391,741,401,1
61392,728,100,1
61393,58,1070,1
61394,877,949,1
61395,846,516,1
61396,825,595,1
61397,457,204,1
61398,757,31,1
61399,792,471,1
61400,848,423,1
61401,357,932,1
61402,492,56,1
61403,360,521,1
61404,811,258,1
61405,790,849,1
61406,264,447,1
61407,886,4,1
61408,562,127,1
61409,743,289,1
61410,715,546,1
61411,828,302,1
61412,608,865,1
61413,708,1280,1
61414,808,271,1
61415,881,49,1
61416,592,686,1
61417,250,28,1
61418,593,97,1
61419,659,215,1
61420,655,325,1
61421,674,252,1
61422,442,988,1
61423,589,689,1
61424,807,71,1
61425,215,226,1
61426,624,257,1
61427,708,126,1
61428,128,501,1
61429,771,197,1
61430,668,272,1
61431,537,117,1
61432,611,347,1
61433,116,640,1
61434,806,14,1
61435,843,402,1
61436,128,432,1
61437,254,168,1
61438,663,455,1
61439,864,716,1
61440,804,10,1
61441,733,137,1
61442,683,754,1
61443,862,198,1
61444,693,708,1
61445,880,54,1
61446,601,1063,1
61447,560,122,1
61448,747,97,1
61449,776,848,1
61450,64,625,1
61451,537,694,1
61452,617,615,1
61453,104,286,1
61454,837,289,1
61455,453,476,1
61456,881,53,1
61457,487,591,1
61458,804,932,1
61459,877,271,1
61460,790,282,1
61461,693,127,1
61462,727,1076,1
61463,599,872,1
61464,330,21,1
61465,605,14,1
61466,129,1176,1
61467,788,58,1
61468,868,91,1
61469,846,53,1
61470,144,9,1
61471,881,204,1
61472,256,591,1
61473,862,526,1
61474,470,258,1
61475,796,564,1
61476,846,216,1
61477,791,300,1
61478,541,526,1
61479,805,952,1
61480,756,566,1
61481,717,826,1
61482,663,1,1
61483,429,1118,1
61484,308,471,1
61485,694,523,1
61486,715,40,1
61487,878,511,1
61488,812,358,1
61489,535,30,1
61490,581,276,1
61491,862,216,1
61492,113,222,1
61493,659,1203,1
61494,474,939,1
61495,711,281,1
61496,881,559,1
61497,83,751,1
61498,770,358,1
61499,236,199,1
61500,458,28,1
61501,846,86,1
61502,168,473,1
61503,805,382,1
61504,290,825,1
61505,181,303,1
61506,833,640,1
61507,610,582,1
61508,178,31,1
61509,642,422,1
61510,627,47,1
61511,560,278,1
61512,851,1016,1
61513,807,384,1
61514,682,233,1
61515,299,313,1
61516,868,89,1
61517,832,328,1
61518,579,88,1
61519,663,1086,1
61520,222,470,1
61521,757,229,1
61522,828,10,1
61523,735,475,1
61524,562,132,1
61525,354,19,1
61526,531,300,1
61527,425,912,1
61528,810,313,1
61529,149,258,1
61530,274,318,1
61531,666,505,1
61532,299,244,1
61533,28,229,1
61534,454,610,1
61535,863,352,1
61536,405,854,1
61537,695,991,1
61538,662,1380,1
61539,820,748,1
61540,833,53,1
61541,727,1229,1
61542,606,508,1
61543,884,70,1
61544,472,24,1
61545,145,821,1
61546,880,50,1
61547,806,186,1
61548,520,690,1
61549,525,472,1
61550,878,659,1
61551,457,248,1
61552,807,1063,1
61553,92,546,1
61554,664,22,1
61555,795,554,1
61556,222,717,1
61557,804,414,1
61558,588,384,1
61559,22,4,1
61560,320,1047,1
61561,363,1215,1
61562,296,7,1
61563,824,991,1
61564,434,225,1
61565,844,1474,1
61566,6,474,1
61567,617,179,1
61568,712,102,1
61569,753,322,1
61570,137,289,1
61571,268,218,1
61572,389,82,1
